image_name,document_type,overall_accuracy,fields_extracted,fields_matched,total_fields,processing_time,prompt_used,inference_only
cba_amount_balance.png,BANK_STATEMENT,88.00000000000001,6,4,5,72.98349976539612,unified_bank_amount_description_2turn,False
cba_date_grouped.png,BANK_STATEMENT,100.0,6,5,5,81.29333829879761,unified_bank_balance_description_2turn,False
cba_date_grouped_cont.png,BANK_STATEMENT,99.3103448275862,6,4,5,97.73783612251282,unified_bank_balance_description_2turn,False
cba_debit_credit.png,BANK_STATEMENT,97.77777777777779,6,4,5,52.69985032081604,unified_bank_debit_credit_description_2turn,False
cba_highligted.png,BANK_STATEMENT,100.0,6,5,5,37.816922664642334,unified_bank_balance_description_2turn,False
cba_home_loan.png,BANK_STATEMENT,86.66666666666666,6,3,5,33.739635944366455,unified_bank_balance_description_2turn,False
image_003.png,BANK_STATEMENT,100.0,6,5,5,37.27760148048401,unified_bank_balance_description_2turn,False
image_009.png,BANK_STATEMENT,40.0,6,2,5,84.32447624206543,unified_bank_balance_description_2turn,False
low_contrast.png,BANK_STATEMENT,97.28587319243604,6,3,5,57.44709753990173,unified_bank_debit_credit_description_2turn,False
nab_classic_highligted.png,BANK_STATEMENT,83.96638655462185,6,2,5,92.09920239448547,unified_bank_balance_description_2turn,False
synthetic_chrono.png,BANK_STATEMENT,98.4,6,4,5,194.23191237449646,unified_bank_balance_description_2turn,False
synthetic_multiline.png,BANK_STATEMENT,97.77777777777779,6,4,5,81.76003837585449,unified_bank_balance_description_2turn,False
synthetic_reverse_chrono.png,BANK_STATEMENT,45.615763546798036,6,2,5,136.74804735183716,unified_bank_balance_description_2turn,False
transaction_summary.png,BANK_STATEMENT,100.0,6,5,5,34.791827917099,unified_bank_amount_description_2turn,False
westpac_debit_credit.png,BANK_STATEMENT,69.44982773471146,6,2,5,91.54448056221008,unified_bank_debit_credit_description_2turn,False
