image_name,document_type,overall_accuracy,fields_extracted,fields_matched,total_fields,processing_time,prompt_used,inference_only
cba_amount_balance.png,BANK_STATEMENT,88.00000000000001,6,4,5,422.27255749702454,unified_bank_amount_description_2turn,False
cba_date_grouped.png,BANK_STATEMENT,100.0,6,5,5,427.0411400794983,unified_bank_balance_description_2turn,False
cba_date_grouped_cont.png,BANK_STATEMENT,99.3103448275862,6,4,5,558.187374830246,unified_bank_balance_description_2turn,False
cba_debit_credit.png,BANK_STATEMENT,100.0,6,5,5,244.6246690750122,unified_bank_debit_credit_description_2turn,False
cba_highligted.png,BANK_STATEMENT,100.0,6,5,5,235.90236043930054,unified_bank_balance_description_2turn,False
cba_home_loan.png,BANK_STATEMENT,90.47619047619048,6,3,5,252.16514945030212,unified_bank_balance_description_2turn,False
image_003.png,BANK_STATEMENT,100.0,6,5,5,316.0385880470276,unified_bank_balance_description_2turn,False
image_009.png,BANK_STATEMENT,40.0,6,2,5,370.32267570495605,unified_bank_balance_description_2turn,False
low_contrast.png,BANK_STATEMENT,97.93103448275862,6,4,5,431.88856506347656,unified_bank_debit_credit_description_2turn,False
nab_classic_highligted.png,BANK_STATEMENT,77.64705882352942,6,2,5,1242.8896481990814,unified_bank_balance_description_2turn,False
synthetic_chrono.png,BANK_STATEMENT,100.0,6,5,5,1606.0642726421356,unified_bank_balance_description_2turn,False
synthetic_multiline.png,BANK_STATEMENT,83.63636363636363,6,4,5,275.3193562030792,unified_bank_balance_description_2turn,False
synthetic_reverse_chrono.png,BANK_STATEMENT,45.615763546798036,6,2,5,1542.8625104427338,unified_bank_balance_description_2turn,False
transaction_summary.png,BANK_STATEMENT,100.0,6,5,5,147.3496642112732,unified_bank_amount_description_2turn,False
westpac_debit_credit.png,BANK_STATEMENT,43.67424242424242,6,2,5,427.7080087661743,unified_bank_debit_credit_description_2turn,False
