image_file,document_type,overall_accuracy,processing_time,date_format,total_rows,debit_rows,DOCUMENT_TYPE,STATEMENT_DATE_RANGE,TRANSACTION_DATES,LINE_ITEM_DESCRIPTIONS,TRANSACTION_AMOUNTS_PAID,DOCUMENT_TYPE_f1,STATEMENT_DATE_RANGE_f1,TRANSACTION_DATES_f1,LINE_ITEM_DESCRIPTIONS_f1,TRANSACTION_AMOUNTS_PAID_f1
cba_date_grouped.png,BANK_STATEMENT,0.9567251461988306,228.88557863235474,balance_description_2turn,11,9,BANK_STATEMENT,15 Mar 2024 - 14 Apr 2024,18 Mar 2024 | 19 Mar 2024 | 20 Mar 2024 | 22 Mar 2024 | 28 Mar 2024 | 03 Apr 2024 | 05 Apr 2024 | 08 Apr 2024 | 10 Apr 2024,TELSTRA MOBILE SERVICES SYDNEY AUS | WOOLWORTHS 2847 MELBOURNE VIC AUS | SHELL SERVICE STATION RICHMOND VIC | NETFLIX SUBSCRIPTION | CAFE LATTE FITZROY VIC AUS | Transfer to xx2468 CommBank app | COLES SUPERMARKET CARLTON VIC | PARKING METERS MELBOURNE VIC | RENT PAYMENT REAL ESTATE,"48.50 | 127.35 | 89.60 | 22.99 | 10.50 | 2,000.00 | 156.78 | 15.00 | 1,850.00",1.0,1.0,0.9473684210526316,0.9473684210526316,0.888888888888889
cba_date_grouped_cont.png,BANK_STATEMENT,0.9021943573667712,372.1373612880707,balance_description_2turn,17,15,BANK_STATEMENT,16 Apr 2024 - 26 May 2024,16 Apr 2024 | 18 Apr 2024 | 20 Apr 2024 | 22 Apr 2024 | 26 Apr 2024 | 28 Apr 2024 | 03 May 2024 | 05 May 2024 | 07 May 2024 | 08 May 2024 | 10 May 2024 | 14 May 2024 | 16 May 2024 | 22 May 2024 | 26 May 2024,RESTAURANT DINING SOUTHBANK VIC A | BOOKSTORE MELBOURNE CBD AU AUS | GYM MEMBERSHIP FITNESS FIRST VIC AU A | AUTO SERVICES BRUNSWICK AU AUS | HARDWARE STORE BUNNINGS VIC AU | ELECTRONICS STORE JB HIFI AU AUS | Transfer to xx5432 CommBank app | Transfer to xx1964 CommBank app | Transfer to xx7654 CommBank app | PHARMACY CHEMIST MELBOURNE VIC | Direct Debit INSURANCE PREMIUM | STREAMING SERVICE SPOTIFY AUS | PET SUPPLIES PETBARN RICHMOND VIC | UTILITIES ELECTRICITY BILL | DEPARTMENT STORE MYERS VIC AU,185.00 | 67.40 | 79.99 | 245.00 | 124.85 | 399.00 | 200.00 | 150.00 | 400.00 | 42.30 | 85.50 | 14.99 | 98.75 | 178.60 | 234.90,1.0,1.0,0.5454545454545454,0.9655172413793104,1.0
transaction_summary.png,BANK_STATEMENT,1.0,184.3752453327179,amount_description_2turn,4,4,BANK_STATEMENT,20 Feb 2024 - 18 Apr 2024,02 Mar 2024 | 28 Mar 2024 | 30 Mar 2024 | 02 Apr 2024,Payment | Payment | Instalment Payment | Instalment Payment,-$450.00 | -$685.00 | -$45.20 | -$128.75,1.0,1.0,1.0,1.0,1.0
cba_highligted.png,BANK_STATEMENT,1.0,129.3852391242981,balance_description_2turn,4,2,BANK_STATEMENT,21 Mar - 03 Apr 2024,23 Mar | 02 Apr,Salary CORPORATION PTY LTD BANK ACCOUNT | Transfer to xx9876 CommBank app,"$2,145.80 | $4,200.00",1.0,1.0,1.0,1.0,1.0
low_contrast.png,BANK_STATEMENT,0.9793103448275862,191.6499149799347,debit_credit_description_2turn,16,16,BANK_STATEMENT,05 Sep 2023 - 10 Sep 2023,05 Sep 2023 | 06 Sep 2023 | 06 Sep 2023 | 07 Sep 2023 | 07 Sep 2023 | 07 Sep 2023 | 07 Sep 2023 | 07 Sep 2023 | 07 Sep 2023 | 07 Sep 2023 | 07 Sep 2023 | 07 Sep 2023 | 08 Sep 2023 | 08 Sep 2023 | 09 Sep 2023 | 10 Sep 2023,Otr Supermarket 9876 Sydney Aus | Otr Convenience 4321 Melbourne Aus | Otr Convenience 4321 Melbourne Aus | Retailstore 8765 Perth Aus | Otr Convenience 4321 Melbourne Aus | Valley Shopping Ct Brisbane Aus | Plaza Hotel Sydney Sydney Cre Aus | Plaza Hotel Sydney Sydney Cre Aus | Department Store Pl Adelaide Aus | Plaza Motorcycl Brisbane Aus | Plaza Hotel Sydney Sydney Cre Aus | Value Retail Pty Newcastle South Aus | Office Supplies Brisbane Aus | Valley Shop Brisbane Aus | Brisbane Store Brisbane Aus | Value Family Trust Brisbane Aus,45.80 | 28.45 | 15.90 | 12.35 | 34.60 | 67.00 | 89.00 | 23.50 | 156.95 | 245.00 | 389.00 | 12.80 | 78.45 | 45.30 | 23.90 | 890.00,1.0,1.0,0.896551724137931,1.0,1.0
cba_amount_balance.png,BANK_STATEMENT,0.8800000000000001,170.52120113372803,amount_description_2turn,12,12,BANK_STATEMENT,03 Jun 2023 - 14 Jun 2023,03 Jun 2023 | 04 Jun 2023 | 06 Jun 2023 | 06 Jun 2023 | 07 Jun 2023 | 08 Jun 2023 | 08 Jun 2023 | 09 Jun 2023 | 09 Jun 2023 | 10 Jun 2023 | 12 Jun 2023 | 14 Jun 2023,GROCERY MARKET SUBURB NSW AUS | DEPARTMENT STORE SHOPPING DIST NS AUS | CAFE CENTRAL T 54321F SUBURB AUS | CAFE CENTRAL T 54321F SUBURB AUS | ONLINE RETAILER.COM SYDNEY AU AUS | SERVICE STATION SUBURB NS AUS | SERVICE STATION SUBURB NS AUS | ONLINE SUBSCRIPTION SYDNEY AU AUS | ONLINE SUBSCRIPTION SYDNEY AU AUS | ELECTRONICS 9876 SUBURB NSW AUS | PHARMACY SERVICES MELBOURNE AUS | BOOKSTORE 2345 SYDNEY AUS,-$78.90 | -$345.80 | -$24.50 | -$31.20 | -$18.95 | -$95.40 | -$28.60 | -$89.00 | -$145.50 | -$567.30 | -$42.85 | -$234.90,1.0,1.0,1.0,0.4,1.0
cba_debit_credit.png,BANK_STATEMENT,0.993103448275862,208.9481644630432,debit_credit_description_2turn,15,15,BANK_STATEMENT,20 May - 24 May,20 May | 21 May | 21 May | 21 May | 21 May | 21 May | 21 May | 22 May | 22 May | 22 May | 23 May | 23 May | 23 May | 23 May | 24 May,Direct Debit 987654 Loan Repayment | RETAIL STORE SUBURB AU | SUPERMARKET SHOPPING SUBURB AU | SHOPPING SUBURB SUBURB AU | SHOPPING SUBURB SUBURB AU | Store RSL Suburb0 AU | Transfer To financially sorted CommBank App Tax | GROCERY STORE SUBURB AU | PETROL STATION SUBURB VICAU | RETAIL STORES SUBURB VICAU | DEPARTMENT STORE PTY LTD SUBURB VIC AU | RETAIL STORES EASTLINK VIC SUBURB AU | RETAIL STORE PTY LTD Suburb VICAU | RETAIL STORE PTY LTD Suburb VICAU | Afterpay afterpay.com AU AUS,"178.50 | 245.00 | 89.95 | 34.50 | 67.00 | 145.80 | 450.00 | 124.00 | 78.90 | 56.40 | 1,456.80 | 67.75 | 89.25 | 45.80 | 234.90",1.0,1.0,1.0,0.9655172413793104,1.0
image_003.png,BANK_STATEMENT,1.0,125.46020650863647,balance_description_2turn,8,6,BANK_STATEMENT,03/05/2025 - 10/05/2025,03/05/2025 | 04/05/2025 | 05/05/2025 | 07/05/2025 | 08/05/2025 | 10/05/2025,ONLINE PURCHASE AMAZON AU | EFTPOS PURCHASE COLES EXP | EFTPOS PURCHASE COLES EXP | ATM WITHDRAWAL ANZ ATM | EFTPOS PURCHASE COLES EXP | ATM WITHDRAWAL ANZ ATM,$288.03 | $22.50 | $114.66 | $187.59 | $112.50 | $146.72,1.0,1.0,1.0,1.0,1.0
image_009.png,BANK_STATEMENT,0.4,251.00125670433044,balance_description_2turn,13,11,BANK_STATEMENT,11 Aug 2025 - 04 Sep 2025,Mon 11 Aug 2025 | Wed 13 Aug 2025 | Fri 15 Aug 2025 | Sun 17 Aug 2025 | Tue 19 Aug 2025 | Sat 23 Aug 2025 | Wed 27 Aug 2025 | Fri 29 Aug 2025 | Sun 31 Aug 2025 | Mon 01 Sep 2025 | Thu 04 Sep 2025,Transfer To Western Port Marina NetBank Direct Debit 82572P66018423 MHF 62020 | ATM Withdrawal SYDNEY NSW Direct Debit 55452P29227883 MHF 11016 | Direct Debit MYER PTY LTD | Transfer To Vicks Account NetBank From Tod | Cash Withdrawal ATM HOBART TAS | Home Loan Payment LN REPAY 56052P41700670 | Direct Debit 94924P40133289 MHF 75969 Cash Withdrawal ATM SYDNEY NSW | Wdi ATM WBC WESTPAC GLEN WAVE | Monthly Service Fee | Monthly Service Fee | Direct Debit DOMINO'S PTY LTD,$4374.15 | $51.36 | $245.00 | $3775.28 | $61.68 | $1918.75 | $251.33 | $241.14 | $18.87 | $17.89 | $117.57,1.0,1.0,0.0,0.0,0.0
synthetic_chrono.png,BANK_STATEMENT,0.8014438063986875,571.2779288291931,balance_description_2turn,28,26,BANK_STATEMENT,06/08/2025 - 25/09/2025,06/08/2025 | 09/08/2025 | 09/08/2025 | 11/08/2025 | 11/08/2025 | 12/08/2025 | 15/08/2025 | 17/08/2025 | 18/08/2025 | 21/08/2025 | 25/08/2025 | 28/08/2025 | 30/08/2025 | 02/09/2025 | 04/09/2025 | 06/09/2025 | 09/09/2025 | 09/09/2025 | 09/09/2025 | 10/09/2025 | 13/09/2025 | 13/09/2025 | 16/09/2025 | 19/09/2025 | 21/09/2025 | 25/09/2025,Online Purchase ebay.com.au AUS | Card Purchase BIG W HOBART TAS | Auto Payment UTILITIES ORIGIN 57542P75321141 | Credit Card Payment CC 14836P91190937 | EFTPOS Purchase COLES SUPERMARKET GOLD COAST QLD | ATM Withdrawal BOQ ATM HOBART TAS | ATM Withdrawal BOQ ATM CAIRNS QLD | EFTPOS Cash Out MYER ADELAIDE SA | Mortgage Repayment MORT 96742P58018581 WESTPAC | Transfer To MICHAEL BROWN NetBank 79667P61783716 | Contactless Payment KMART MELBOURNE VIC | Transfer To MICHAEL BROWN NetBank 90509P44932107 | EFTPOS Cash Out DAVID JONES PERTH WA | Transfer To JOHN SMITH NetBank 24786P41280770 | Auto Payment UTILITIES ENERGY AUSTRALIA 84130P6129 | Transfer To SARAH JONES NetBank 69832P72735835 | Transfer To JOHN SMITH NetBank 54336P15819666 | Transfer To MICHAEL BROWN NetBank 15814P71215651 | Transfer To JOHN SMITH NetBank 85484P12935880 | EFTPOS Cash Out JB HIFI HOBART TAS | ATM Withdrawal SUNCORP ATM GOLD COAST QLD | Direct Debit MEDIBANK PTY LTD | Mortgage Repayment MORT 32748P34987131 CBA | Card Purchase BIG W SYDNEY NSW | EFTPOS Purchase WOOLWORTHS BRISBANE QLD | Subscription Stan 42753P95313970,$1809.53 | $1681.17 | $1230.57 | $1220.04 | $1763.38 | $1363.08 | $1666.45 | $436.21 | $1437.42 | $4919.02 | $677.14 | $472.66 | $597.03 | $1745.35 | $291.07 | $55.28 | $619.98 | $1430.51 | $1135.29 | $1709.92 | $487.41 | $1169.37 | $863.31 | $925.22 | $4613.90 | $1633.61,1.0,1.0,0.8260869565217391,0.9811320754716981,0.19999999999999998
