image_file,overall_accuracy,processing_time,date_format,total_rows,debit_rows,DOCUMENT_TYPE,STATEMENT_DATE_RANGE,TRANSACTION_DATES,LINE_ITEM_DESCRIPTIONS,TRANSACTION_AMOUNTS_PAID,DOCUMENT_TYPE_f1,STATEMENT_DATE_RANGE_f1,TRANSACTION_DATES_f1,LINE_ITEM_DESCRIPTIONS_f1,TRANSACTION_AMOUNTS_PAID_f1
cba_date_grouped.png,0.7,76.36777663230896,balance_description_2turn,12,12,BANK_STATEMENT,15 Mar 2024 - 14 Apr 2024,18 Mar 2024 | 19 Mar 2024 | 20 Mar 2024 | 22 Mar 2024 | 25 Mar 2024 | 28 Mar 2024 | 03 Apr 2024 | 05 Apr 2024 | 08 Apr 2024 | 10 Apr 2024 | 12 Apr 2024 | 14 Apr 2024,TELSTRA MOBILE SERVICES SYDNEY AUS | WOOLWORTHS 2847 MELBOURNE VIC AUS | SHELL SERVICE STATION RICHMOND VIC | NETFLIX SUBSCRIPTION | Transfer from xx8765 CommBank app | CAFE LATTE FITZROY VIC AUS | Transfer from xx2468 CommBank app | COLES SUPERMARKET CARLTON VIC | PARKING METERS MELBOURNE VIC | RENT PAYMENT REAL ESTATE | Transfer from xx8765 CommBank app | CHEMIST WAREHOUSE MELBOURNE VIC,"48.50 | 127.35 | 89.60 | 22.99 | 500.00 | 18.50 | 2,000.00 | 156.78 | 15.00 | 1,850.00 | 75.00 | 54.64",1.0,1.0,0.5,0.5,0.5
cba_date_grouped_cont.png,0.8031162196679438,115.8806221485138,balance_description_2turn,19,19,BANK_STATEMENT,16 Apr 2024 - 26 May 2024,16 Apr 2024 | 18 Apr 2024 | 20 Apr 2024 | 22 Apr 2024 | 26 Apr 2024 | 28 Apr 2024 | 03 May 2024 | 05 May 2024 | 07 May 2024 | 08 May 2024 | 10 May 2024 | 12 May 2024 | 14 May 2024 | 16 May 2024 | 18 May 2024 | 20 May 2024 | 22 May 2024 | 24 May 2024 | 26 May 2024,RESTAURANT DINING SOUTHBANK VIC A | BOOKSTORE MELBOURNE CBD AU AUS | GYM MEMBERSHIP FITNESS FIRST VIC AU A | AUTO SERVICES BRUNSWICK AU AUS | HARDWARE STORE BUNNINGS VIC AU | ELECTRONICS STORE JB HI-FI AU AUS | Transfer to xx5432 CommBank app | Transfer to xx1984 CommBank app | Transfer to xx7654 CommBank app | PHARMACY CHEMIST MELBOURNE VIC | Direct Debit INSURANCE PREMIUM Majestii | Transfer from xx7654 CommBank app | STREAMING SERVICE SPOTIFY AUS | PET SUPPLIES PETBARN RICHMOND VIC | Transfer from xx8765 CommBank app | Transfer from xx2255 CommBank app | UTILITIES ELECTRICITY BILL | Transfer from xx7654 CommBank app | DEPARTMENT STORE MYERS VIC AU,185.00 | 67.40 | 79.99 | 245.00 | 124.85 | 399.00 | 200.00 | 150.00 | 400.00 | 42.30 | 85.50 | 50.00 | 14.99 | 98.75 | 120.00 | 200.00 | 178.60 | 65.00 | 234.90,1.0,1.0,0.5925925925925926,0.689655172413793,0.7333333333333333
transaction_summary.png,0.2,4.437300443649292,table_extraction_not_implemented,0,0,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,1.0,0.0,0.0,0.0,0.0
cba_highligted.png,0.3,50.192668437957764,balance_description_2turn,1,1,BANK_STATEMENT,03 Apr 2024 - 03 Apr 2024,03 Apr 2024,Salary CORPORATION PTY LTD BANK ACCOUNT | Salary ENTERPRISE WAGES | Transfer to xx9876 CommBank app,"2,145.80 | 1,285.65 | 4,200.00",1.0,0.0,0.0,0.0,0.5
low_contrast.png,0.2,6.7525153160095215,table_extraction_not_implemented,0,0,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,1.0,0.0,0.0,0.0,0.0
nab_classic_highligted.png,0.7885714285714286,192.0287218093872,balance_description_2turn,17,17,BANK_STATEMENT,22 Mar 2024 - 25 Mar 2024,22 Mar 2024 | 22 Mar 2024 | 23 Mar 2024 | 23 Mar 2024 | 23 Mar 2024 | 23 Mar 2024 | 23 Mar 2024 | 24 Mar 2024 | 24 Mar 2024 | 24 Mar 2024 | 24 Mar 2024 | 24 Mar 2024 | 24 Mar 2024 | 24 Mar 2024 | 24 Mar 2024 | 24 Mar 2024 | 25 Mar 2024,Auto Service | Ref: 00456789087 | Ref: 98765432168 | Ref: 65434789012 | Ref: 78901234567 | Ref: 89012345678 | Ref: 90123456789 | Ref: 01234567890 | Ref: 12345678901 | Ref: 23456789012 | Ref: 34567890123 | Ref: 45678901234 | Ref: 56789012345 | Ref: 67890123456 | Ref: 78901234569 | Ref: 89012345670 | Ref: 90123456781,315.60 | 34.85 | 89.75 | 45.50 | 125.00 | 78.40 | 345.60 | 67.80 | 56.90 | 234.50 | 89.60 | 145.80 | 267.40 | 78.90 | 45.80 | 123.60 | 189.50,1.0,1.0,0.9714285714285714,0.0,0.9714285714285714
cba_amount_balance.png,1.0,81.58725929260254,balance_description_2turn,12,12,BANK_STATEMENT,03 Jun 2023 - 14 Jun 2023,03 Jun 2023 | 04 Jun 2023 | 06 Jun 2023 | 06 Jun 2023 | 07 Jun 2023 | 08 Jun 2023 | 08 Jun 2023 | 09 Jun 2023 | 09 Jun 2023 | 10 Jun 2023 | 12 Jun 2023 | 14 Jun 2023,GROCERY MARKET SUBURB NSW AUS | DEPARTMENT STORE SHOPPING DIST NS AUS | CAFE CENTRAL T 54321F SUBURB AUS | CAFE CENTRAL T 54321F SUBURB AUS | ONLINE RETAILER.COM SYDNEY AU AUS | SERVICE STATION SUBURB NS AUS | SERVICE STATION SUBURB NS AUS | ONLINE SUBSCRIPTION SYDNEY AU AUS | ONLINE SUBSCRIPTION SYDNEY AU AUS | ELECTRONICS 9876 SUBURB NSW AUS | PHARMACY SERVICES MELBOURNE AUS | BOOKSTORE 2345 SYDNEY AU AUS,$78.90 | $345.80 | $24.50 | $31.20 | $18.95 | $95.40 | $28.60 | $89.00 | $145.50 | $567.30 | $42.85 | $234.90,1.0,1.0,1.0,1.0,1.0
cba_debit_credit.png,0.2,4.005106210708618,table_extraction_not_implemented,0,0,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,1.0,0.0,0.0,0.0,0.0
westpac_debit_credit.png,0.2,4.325422048568726,table_extraction_not_implemented,0,0,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,1.0,0.0,0.0,0.0,0.0
cba_home_loan.png,0.5714285714285714,50.593825578689575,balance_description_2turn,0,0,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,Repayment Redraw NetBank Backdated to 25/10/25 | Interest charged | Reversal of a transaction made 13/11/25 | Interest charged,54.00 | 85.94 | 0.02 | 0.03,1.0,0.0,0.0,0.8571428571428571,1.0
