image_file,overall_accuracy,processing_time,date_format,total_rows,debit_rows,DOCUMENT_TYPE,STATEMENT_DATE_RANGE,TRANSACTION_DATES,LINE_ITEM_DESCRIPTIONS,TRANSACTION_AMOUNTS_PAID,DOCUMENT_TYPE_f1,STATEMENT_DATE_RANGE_f1,TRANSACTION_DATES_f1,LINE_ITEM_DESCRIPTIONS_f1,TRANSACTION_AMOUNTS_PAID_f1
cba_date_grouped.png,0.4989010989010989,22.1190927028656,Date-per-row,14,9,BANK_STATEMENT,118 Mar 2024 - 14 Apr 2024,118 Mar 2024 | 19 Mar 2024 | 20 Mar 2024 | 22 Mar 2024 | 03 Apr 2024 | 05 Apr 2024 | 08 Apr 2024 | 10 Apr 2024 | 14 Apr 2024,TELSTRA MOBILE SERVICES SYDNEY AUS | WOOLWORTHS 28477 MELBOURNE VIC AUS | SHELL SERVICE STATION RICHMOND VIC | NETFLIX SUBSCRIPTION | Transfer to xx2468 CommBank app | COLES SUPERMARKET CARLTON VIC | PARKING METERS MELBOURNE VIC | RENT PAYMENT REAL ESTATE | CHEMIST WAREHOUSE MELBOURNE VIC,"48.50 | 127.35 | 89.60 | 22.99 | 2,000.00 | 156.78 | 15.00 | 1,850.00 | 54.64",1.0,0.0,0.4615384615384615,0.4615384615384615,0.5714285714285715
cba_date_grouped_cont.png,0.5863445378151261,31.340755701065063,Date-per-row,21,14,BANK_STATEMENT,16 Apr 2024 - 26 May 2024,16 Apr 2024 | 18 Apr 2024 | 20 Apr 2024 | 22 Apr 2024 | 26 Apr 2024 | 28 Apr 2024 | 05 May 2024 | 07 May 2024 | 08 May 2024 | 10 May 2024 | 14 May 2024 | 16 May 2024 | 22 May 2024 | 26 May 2024,RESTAURANT DINING SOUTH BANK VIC A | BOOKSTORE MELBOURNE CBD AU S | GYM MEMBERSHIP FITNESS FIRST VIC AU A | AUTO SERVICES BRUNSWICK AU S | HARDWARE STORE BUNNINGS VIC AU | ELECTRONICS STORE JB HIFI AU S | Transfer to xx1984 CommBank app | Transfer to xx7654 CommBank app | PHARMACY CHEMIST MELBOURNE VIC | Direct Debit INSURANCE PREMIUM | STREAMING SERVICE SPOTIFY AU S | PET SUPPLIES PETBARN R RICHMOND VIC | UTILITIES ELECTRICITY BILL | DEPARTMENT STORE MYERS VIC AU,1185.00 | 677.40 | 779.99 | 245.00 | 1124.85 | 3399.00 | 1150.00 | 400.00 | 42.30 | 85.50 | 114.99 | 98.75 | 1178.60 | 234.90,1.0,1.0,0.5714285714285715,0.23529411764705882,0.125
transaction_summary.png,0.225,20.394543170928955,Date-per-row,17,15,BANK_STATEMENT,"25 Feb 2024, GROCERY STORE - Card ending: 8934 Interest Free Until 25 May 2024, $127.85 - 02 Apr 2024, Instalment Payment, -$128.75","25 Feb 2024, GROCERY STORE - Card ending: 8934 Interest Free Until 25 May 2024, $127.85 | 27 Feb 2024, ONLINE RETAILER - Card ending: 8934 Interest Free Until 27 May 2024, $245.60 | 27 Feb 2024, International Transaction Fee - Card ending: 8934 Interest Free Until 27 May 2024, $2.46 | 02 Mar 2024, Payment, -$450.00 | 05 Mar 2024, Interest Charge (01/03/2024 to 05/03/2024), $0.00 | 08 Mar 2024, ELECTRONICS.COM - Card endings: 5621 Interest Free Until 08 Jun 2024, $1189.99 | 12 Mar 2024, SUBSCRIPTION SERVICE - Card ending: 5621 Interest Free Until 12 Jun 2024, $24.95 | 12 Mar 2024, International Transaction Fee - Card ending: 5621 Interest Free Until 12 Jun 2024, $0.25 | 15 Mar 2024, DEPARTMENT STORE - Card ending: 5621 Interest Free Until 15 Jun 2024, $3356.40 | 15 Mar 2024, International Transaction Fee - Card ending: 5621 Interest Free Until 15 Jun 2024, $3.56 | 18 Mar 2024, Monthly Account Fee, $12.95 | 22 Mar 2024, RESTAURANT - Card ending: 8934 Interest Free Until 22 Jun 2024, $178.50 | 28 Mar 2024, Payment, -$685.00 | 30 Mar 2024, Instalment Payment, -$45.20 | 02 Apr 2024, Instalment Payment, -$128.75","25 Feb 2024, GROCERY STORE - Card ending: 8934 Interest Free Until 25 May 2024, $127.85 | 27 Feb 2024, ONLINE RETAILER - Card ending: 8934 Interest Free Until 27 May 2024, $245.60 | 27 Feb 2024, International Transaction Fee - Card ending: 8934 Interest Free Until 27 May 2024, $2.46 | 02 Mar 2024, Payment, -$450.00 | 05 Mar 2024, Interest Charge (01/03/2024 to 05/03/2024), $0.00 | 08 Mar 2024, ELECTRONICS.COM - Card endings: 5621 Interest Free Until 08 Jun 2024, $1189.99 | 12 Mar 2024, SUBSCRIPTION SERVICE - Card ending: 5621 Interest Free Until 12 Jun 2024, $24.95 | 12 Mar 2024, International Transaction Fee - Card ending: 5621 Interest Free Until 12 Jun 2024, $0.25 | 15 Mar 2024, DEPARTMENT STORE - Card ending: 5621 Interest Free Until 15 Jun 2024, $3356.40 | 15 Mar 2024, International Transaction Fee - Card ending: 5621 Interest Free Until 15 Jun 2024, $3.56 | 18 Mar 2024, Monthly Account Fee, $12.95 | 22 Mar 2024, RESTAURANT - Card ending: 8934 Interest Free Until 22 Jun 2024, $178.50 | 28 Mar 2024, Payment, -$685.00 | 30 Mar 2024, Instalment Payment, -$45.20 | 02 Apr 2024, Instalment Payment, -$128.75","25 Feb 2024, GROCERY STORE - Card ending: 8934 Interest Free Until 25 May 2024, $127.85 | 27 Feb 2024, ONLINE RETAILER - Card ending: 8934 Interest Free Until 27 May 2024, $245.60 | 27 Feb 2024, International Transaction Fee - Card ending: 8934 Interest Free Until 27 May 2024, $2.46 | 02 Mar 2024, Payment, -$450.00 | 05 Mar 2024, Interest Charge (01/03/2024 to 05/03/2024), $0.00 | 08 Mar 2024, ELECTRONICS.COM - Card endings: 5621 Interest Free Until 08 Jun 2024, $1189.99 | 12 Mar 2024, SUBSCRIPTION SERVICE - Card ending: 5621 Interest Free Until 12 Jun 2024, $24.95 | 12 Mar 2024, International Transaction Fee - Card ending: 5621 Interest Free Until 12 Jun 2024, $0.25 | 15 Mar 2024, DEPARTMENT STORE - Card ending: 5621 Interest Free Until 15 Jun 2024, $3356.40 | 15 Mar 2024, International Transaction Fee - Card ending: 5621 Interest Free Until 15 Jun 2024, $3.56 | 18 Mar 2024, Monthly Account Fee, $12.95 | 22 Mar 2024, RESTAURANT - Card ending: 8934 Interest Free Until 22 Jun 2024, $178.50 | 28 Mar 2024, Payment, -$685.00 | 30 Mar 2024, Instalment Payment, -$45.20 | 02 Apr 2024, Instalment Payment, -$128.75",1.0,0.0,0.0,0.12500000000000003,0.0
cba_highligted.png,0.2,14.141396045684814,Date-per-row,8,2,BANK_STATEMENT,21 Mar - 23 Mar,21 Mar | 23 Mar,Direct Credit 890543 FOOD DELIVERY | Salary CORPORATION PTY LTD BANK ACCOUNT,"458.20 | 2,1145.80",1.0,0.0,0.0,0.0,0.0
low_contrast.png,0.2,17.73253297805786,Date-per-row,0,0,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,1.0,0.0,0.0,0.0,0.0
nab_classic_highligted.png,0.2,32.73767852783203,Date-per-row,19,0,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,1.0,0.0,0.0,0.0,0.0
cba_amount_balance.png,0.9428571428571428,34.649579763412476,Date-per-row,36,12,BANK_STATEMENT,03 Jun 2023 - 14 Jun 2023,03 Jun 2023 | 04 Jun 2023 | 06 Jun 2023 | 06 Jun 2023 | 07 Jun 2023 | 08 Jun 2023 | 08 Jun 2023 | 09 Jun 2023 | 09 Jun 2023 | 10 Jun 2023 | 12 Jun 2023 | 14 Jun 2023,GROCERY MARKET SUBURB NSW AUS | DEPARTMENT STORE SHOPPING DIST NS AUS | CAFE CENTRAL T 544321F SUBURB AUS | CAFE CENTRAL T 543321F SUBURB AUS | ONLINE RETAILER.COM SYDNEY AU AUS | SERVICE STATION SUBURB NS AUS | SERVICE STATION SUBURB NS AUS | ONLINE SUBSCRIPTION SYDNEY AU AUS | ONLINE SUBSCRIPTION SYDNEY AU AUS | ELECTRONICS 9876 SUBURB NSW AUS | PHARMACY SERVICES MELBOURNE AUS | BOOKSTORE 2345 SYDNEY AU,-$78.90 | -$3345.80 | -$24.50 | -$331.20 | -$18.95 | -$95.40 | -$28.60 | -$89.00 | -$1145.50 | -$567.30 | -$42.85 | -$234.90,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571
cba_debit_credit.png,0.2,63.456066608428955,Date-per-row,3,3,BANK_STATEMENT,"20 May, Direct Debit 9987654 Loan Repayment 2345677, 1778.50, - 21 May, SUPERMARKET SHOPPING SUBURB AU, 899999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999","20 May, Direct Debit 9987654 Loan Repayment 2345677, 1778.50, | 21 May, RETAIL STORE SUBURB AU, 245.00, | 21 May, SUPERMARKET SHOPPING SUBURB AU, 899999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999","20 May, Direct Debit 9987654 Loan Repayment 2345677, 1778.50, | 21 May, RETAIL STORE SUBURB AU, 245.00, | 21 May, SUPERMARKET SHOPPING SUBURB AU, 899999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999","20 May, Direct Debit 9987654 Loan Repayment 2345677, 1778.50, | 21 May, RETAIL STORE SUBURB AU, 245.00, | 21 May, SUPERMARKET SHOPPING SUBURB AU, 899999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999",1.0,0.0,0.0,0.0,0.0
westpac_debit_credit.png,0.2,27.715729475021362,Date-per-row,19,0,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,1.0,0.0,0.0,0.0,0.0
cba_home_loan.png,0.6133333333333333,13.059298992156982,Date-per-row,8,3,BANK_STATEMENT,27 Oct - 13 Nov,27 Oct | 04 Nov | 13 Nov,Repayment Redraw NetBank Backdated to 25/10/25 | Repayment/Payment | Interest charged,54.00 | 85.99 | 0.03,1.0,1.0,0.6666666666666666,0.0,0.4
