image_name,document_type,overall_accuracy,fields_extracted,fields_matched,total_fields,processing_time,prompt_used,inference_only
cba_amount_balance.png,BANK_STATEMENT,88.00000000000001,6,4,5,70.93145155906677,unified_bank_amount_description_2turn,False
cba_date_grouped.png,BANK_STATEMENT,100.0,6,5,5,79.80461311340332,unified_bank_balance_description_2turn,False
cba_date_grouped_cont.png,BANK_STATEMENT,99.3103448275862,6,4,5,97.62502121925354,unified_bank_balance_description_2turn,False
cba_debit_credit.png,BANK_STATEMENT,97.77777777777779,6,4,5,52.95502233505249,unified_bank_debit_credit_description_2turn,False
cba_highligted.png,BANK_STATEMENT,100.0,6,5,5,37.79958724975586,unified_bank_balance_description_2turn,False
cba_home_loan.png,BANK_STATEMENT,86.66666666666666,6,3,5,33.36838150024414,unified_bank_balance_description_2turn,False
image_003.png,BANK_STATEMENT,100.0,6,5,5,37.46334362030029,unified_bank_balance_description_2turn,False
image_009.png,BANK_STATEMENT,40.0,6,2,5,83.69691801071167,unified_bank_balance_description_2turn,False
low_contrast.png,BANK_STATEMENT,97.28587319243604,6,3,5,55.97504663467407,unified_bank_debit_credit_description_2turn,False
nab_classic_highligted.png,BANK_STATEMENT,83.96638655462185,6,2,5,90.1676721572876,unified_bank_balance_description_2turn,False
synthetic_chrono.png,BANK_STATEMENT,98.4,6,4,5,191.401784658432,unified_bank_balance_description_2turn,False
synthetic_multiline.png,BANK_STATEMENT,97.77777777777779,6,4,5,82.0250518321991,unified_bank_balance_description_2turn,False
synthetic_reverse_chrono.png,BANK_STATEMENT,45.615763546798036,6,2,5,139.5191195011139,unified_bank_balance_description_2turn,False
transaction_summary.png,BANK_STATEMENT,100.0,6,5,5,36.04098677635193,unified_bank_amount_description_2turn,False
westpac_debit_credit.png,BANK_STATEMENT,69.44982773471146,6,2,5,97.58384847640991,unified_bank_debit_credit_description_2turn,False
