image_name,document_type,overall_accuracy,fields_extracted,fields_matched,total_fields,processing_time,prompt_used,inference_only
cba_amount_balance.png,BANK_STATEMENT,88.00000000000001,6,4,5,14.018728017807007,unified_bank_amount_description_2turn,False
cba_date_grouped.png,BANK_STATEMENT,70.0,6,2,5,11.758625030517578,unified_bank_balance_description_2turn,False
cba_date_grouped_cont.png,BANK_STATEMENT,84.6305418719212,6,2,5,17.32482409477234,unified_bank_balance_description_2turn,False
cba_debit_credit.png,BANK_STATEMENT,97.77777777777779,6,4,5,9.632608413696289,unified_bank_debit_credit_description_2turn,False
cba_highligted.png,BANK_STATEMENT,70.0,6,2,5,7.343713998794556,unified_bank_balance_description_2turn,False
cba_home_loan.png,BANK_STATEMENT,74.66666666666666,6,2,5,13.130506038665771,unified_bank_balance_description_2turn,False
image_003.png,BANK_STATEMENT,100.0,6,5,5,7.372156381607056,unified_bank_balance_description_2turn,False
image_009.png,BANK_STATEMENT,97.88177339901478,6,3,5,14.852156162261963,unified_bank_balance_description_2turn,False
low_contrast.png,BANK_STATEMENT,97.28587319243604,6,3,5,10.07426905632019,unified_bank_debit_credit_description_2turn,False
nab_classic_highligted.png,BANK_STATEMENT,98.25210084033614,6,3,5,24.97098422050476,unified_bank_balance_description_2turn,False
synthetic_chrono.png,BANK_STATEMENT,98.4,6,4,5,32.30450510978699,unified_bank_balance_description_2turn,False
synthetic_multiline.png,BANK_STATEMENT,97.77777777777779,6,4,5,14.089344024658203,unified_bank_balance_description_2turn,False
synthetic_reverse_chrono.png,BANK_STATEMENT,92.44010647737356,6,2,5,31.15370225906372,unified_bank_balance_description_2turn,False
transaction_summary.png,BANK_STATEMENT,100.0,6,5,5,10.499721765518188,unified_bank_amount_description_2turn,False
westpac_debit_credit.png,BANK_STATEMENT,42.5,6,2,5,14.654735088348389,unified_bank_debit_credit_description_2turn,False
