image_name,document_type,overall_accuracy,fields_extracted,fields_matched,total_fields,processing_time,prompt_used,inference_only
cba_amount_balance.png,BANK_STATEMENT,88.00000000000001,6,4,5,72.26846146583557,unified_bank_amount_description_2turn,False
cba_date_grouped.png,BANK_STATEMENT,100.0,6,5,5,80.20307183265686,unified_bank_balance_description_2turn,False
cba_date_grouped_cont.png,BANK_STATEMENT,84.6305418719212,6,2,5,98.28007435798645,unified_bank_balance_description_2turn,False
cba_debit_credit.png,BANK_STATEMENT,97.77777777777779,6,4,5,53.07309412956238,unified_bank_debit_credit_description_2turn,False
cba_highligted.png,BANK_STATEMENT,100.0,6,5,5,38.09044313430786,unified_bank_balance_description_2turn,False
cba_home_loan.png,BANK_STATEMENT,94.28571428571428,6,3,5,33.96373963356018,unified_bank_balance_description_2turn,False
image_003.png,BANK_STATEMENT,100.0,6,5,5,36.99611043930054,unified_bank_balance_description_2turn,False
image_009.png,BANK_STATEMENT,97.08812260536398,6,3,5,84.79546737670898,unified_bank_balance_description_2turn,False
low_contrast.png,BANK_STATEMENT,97.28587319243604,6,3,5,56.44616651535034,unified_bank_debit_credit_description_2turn,False
nab_classic_highligted.png,BANK_STATEMENT,59.60526315789474,6,2,5,90.18115615844727,unified_bank_balance_description_2turn,False
synthetic_chrono.png,BANK_STATEMENT,98.4,6,4,5,192.0975353717804,unified_bank_balance_description_2turn,False
synthetic_multiline.png,BANK_STATEMENT,97.77777777777779,6,4,5,81.99474382400513,unified_bank_balance_description_2turn,False
synthetic_reverse_chrono.png,BANK_STATEMENT,92.93964394268345,6,2,5,139.59157848358154,unified_bank_balance_description_2turn,False
transaction_summary.png,BANK_STATEMENT,100.0,6,5,5,35.229597330093384,unified_bank_amount_description_2turn,False
westpac_debit_credit.png,BANK_STATEMENT,69.44982773471146,6,2,5,93.94806551933289,unified_bank_debit_credit_description_2turn,False
