image_name,document_type,overall_accuracy,fields_extracted,fields_matched,total_fields,processing_time,prompt_used,inference_only
cba_amount_balance.png,BANK_STATEMENT,80.0,6,4,5,24.82070779800415,unified_bank_amount_description_2turn,False
cba_date_grouped.png,INVOICE,57.14285714285714,9,8,14,13.830555438995361,invoice,False
cba_date_grouped_cont.png,BANK_STATEMENT,20.0,1,1,5,23.87738585472107,unified_bank_balance_description_2turn,False
cba_debit_credit.png,BANK_STATEMENT,79.78021978021978,6,2,5,14.865828275680542,unified_bank_debit_credit_description_2turn,False
cba_highligted.png,BANK_STATEMENT,100.0,6,5,5,10.179374694824219,unified_bank_balance_description_2turn,False
cba_home_loan.png,BANK_STATEMENT,86.66666666666666,6,3,5,17.630098819732666,unified_bank_balance_description_2turn,False
image_003.png,INVOICE,92.85714285714286,3,13,14,8.788445234298706,invoice,False
image_009.png,INVOICE,85.71428571428571,4,12,14,15.165737867355347,invoice,False
low_contrast.png,BANK_STATEMENT,48.0,6,2,5,15.117013931274414,unified_bank_debit_credit_description_2turn,False
nab_classic_highligted.png,BANK_STATEMENT,60.7741935483871,6,2,5,28.36063838005066,unified_bank_balance_description_2turn,False
synthetic_chrono.png,BANK_STATEMENT,20.0,1,1,5,41.19976735115051,unified_bank_balance_description_2turn,False
synthetic_multiline.png,BANK_STATEMENT,20.0,1,1,5,18.84733819961548,unified_bank_balance_description_2turn,False
synthetic_reverse_chrono.png,BANK_STATEMENT,20.0,1,1,5,40.35023021697998,unified_bank_balance_description_2turn,False
transaction_summary.png,BANK_STATEMENT,100.0,6,5,5,15.669825792312622,unified_bank_amount_description_2turn,False
westpac_debit_credit.png,BANK_STATEMENT,84.57142857142857,6,4,5,39.492316484451294,unified_bank_debit_credit_description_2turn,False
