image_file,image_name,document_type,processing_time,field_count,found_fields,field_coverage,prompt_used,timestamp,overall_accuracy,fields_extracted,fields_matched,total_fields,inference_only,model_version,gpu_type,precision,DOCUMENT_TYPE,BUSINESS_ABN,SUPPLIER_NAME,BUSINESS_ADDRESS,PAYER_NAME,PAYER_ADDRESS,INVOICE_DATE,STATEMENT_DATE_RANGE,LINE_ITEM_DESCRIPTIONS,LINE_ITEM_QUANTITIES,LINE_ITEM_PRICES,LINE_ITEM_TOTAL_PRICES,IS_GST_INCLUDED,GST_AMOUNT,TOTAL_AMOUNT,TRANSACTION_DATES,TRANSACTION_AMOUNTS_PAID
itinerary_001_AS_CBR_CBR_3leg.png,itinerary_001_AS_CBR_CBR_3leg.png,travel_expense,15.333744049072266,6,7,17.647058823529413,internvl3_5_8b_travel_expense,2026-02-01T22:31:18.384483,83.33333333333334,7,5,6,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,Aussie Sky Airlines,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$384.50,NOT_FOUND,NOT_FOUND
itinerary_002_OA_PER_DRW_2leg.png,itinerary_002_OA_PER_DRW_2leg.png,travel_expense,12.182469129562378,6,7,17.647058823529413,internvl3_5_8b_travel_expense,2026-02-01T22:31:18.384511,83.33333333333334,7,5,6,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,OUTBACK AIR,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$447.35,NOT_FOUND,NOT_FOUND
itinerary_003_OA_SYD_DRW_4leg.png,itinerary_003_OA_SYD_DRW_4leg.png,travel_expense,18.375502824783325,6,7,17.647058823529413,internvl3_5_8b_travel_expense,2026-02-01T22:31:18.384526,83.33333333333334,7,5,6,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,OUTBACK AIR,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$1230.75,NOT_FOUND,NOT_FOUND
itinerary_004_PW_HBA_HBA_4leg.png,itinerary_004_PW_HBA_HBA_4leg.png,travel_expense,18.331669092178345,6,6,11.76470588235294,internvl3_5_8b_travel_expense,2026-02-01T22:31:18.384538,66.66666666666666,6,4,6,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$178.473,NOT_FOUND,NOT_FOUND
itinerary_005_AS_ADL_HBA_4leg.png,itinerary_005_AS_ADL_HBA_4leg.png,travel_expense,17.13567590713501,6,7,17.647058823529413,internvl3_5_8b_travel_expense,2026-02-01T22:31:18.384549,83.33333333333334,7,5,6,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,Aussie Sky Airlines,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$1670.33,NOT_FOUND,NOT_FOUND
itinerary_006_SX_CBR_ADL_3leg.png,itinerary_006_SX_CBR_ADL_3leg.png,travel_expense,15.270897150039673,6,7,17.647058823529413,internvl3_5_8b_travel_expense,2026-02-01T22:31:18.384559,83.33333333333334,7,5,6,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,Southern Cross Airways,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$1513.84,NOT_FOUND,NOT_FOUND
itinerary_007_AS_MEL_MEL_4leg.png,itinerary_007_AS_MEL_MEL_4leg.png,travel_expense,18.088133096694946,6,7,17.647058823529413,internvl3_5_8b_travel_expense,2026-02-01T22:31:18.384570,90.0,7,5,6,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,Aussie Sky Airlines,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$2622.12,NOT_FOUND,NOT_FOUND
ticket_001_SX_SYD_HBA.png,ticket_001_SX_SYD_HBA.png,travel_expense,11.680972337722778,6,7,17.647058823529413,internvl3_5_8b_travel_expense,2026-02-01T22:31:18.384580,83.33333333333334,7,5,6,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,Southern Cross Airways,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$284.76,NOT_FOUND,NOT_FOUND
ticket_002_AS_DRW_PER.png,ticket_002_AS_DRW_PER.png,travel_expense,12.26055121421814,6,7,17.647058823529413,internvl3_5_8b_travel_expense,2026-02-01T22:31:18.384590,100.0,7,6,6,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,Aussie Sky Airlines,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$390.42,NOT_FOUND,NOT_FOUND
ticket_003_PW_BNE_PER.png,ticket_003_PW_BNE_PER.png,travel_expense,10.709901094436646,6,6,11.76470588235294,internvl3_5_8b_travel_expense,2026-02-01T22:31:18.384599,83.33333333333334,6,5,6,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$384.46,NOT_FOUND,NOT_FOUND
