image_name,document_type,overall_accuracy,fields_extracted,fields_matched,total_fields,processing_time,prompt_used,inference_only
logbook_001_professional.png,VEHICLE_LOGBOOK,93.33333333333333,15,14,15,32.17518639564514,internvl3_vehicle_logbook,False
logbook_002_spreadsheet.png,VEHICLE_LOGBOOK,100.0,15,15,15,30.005075216293335,internvl3_vehicle_logbook,False
logbook_003_handwritten.png,VEHICLE_LOGBOOK,93.33333333333333,15,14,15,29.226179838180542,internvl3_vehicle_logbook,False
logbook_004_ato_form.png,VEHICLE_LOGBOOK,100.0,15,15,15,33.05522108078003,internvl3_vehicle_logbook,False
logbook_005_notebook.png,VEHICLE_LOGBOOK,93.33333333333333,15,14,15,31.751127243041992,internvl3_vehicle_logbook,False
logbook_006_commercial.png,VEHICLE_LOGBOOK,100.0,15,15,15,34.597126960754395,internvl3_vehicle_logbook,False
logbook_007_minimal.png,VEHICLE_LOGBOOK,80.0,15,12,15,31.6994526386261,internvl3_vehicle_logbook,False
logbook_008_accounting.png,VEHICLE_LOGBOOK,93.33333333333333,15,14,15,32.05847764015198,internvl3_vehicle_logbook,False
logbook_009_scanned.png,VEHICLE_LOGBOOK,99.64912280701755,15,14,15,31.95065999031067,internvl3_vehicle_logbook,False
logbook_010_mobile_app.png,VEHICLE_LOGBOOK,85.96491228070175,14,11,15,29.28115940093994,internvl3_vehicle_logbook,False
