image_file,image_name,document_type,processing_time,field_count,found_fields,field_coverage,prompt_used,timestamp,overall_accuracy,fields_extracted,fields_matched,total_fields,inference_only,model_version,gpu_type,precision,DOCUMENT_TYPE,BUSINESS_ABN,SUPPLIER_NAME,BUSINESS_ADDRESS,PAYER_NAME,PAYER_ADDRESS,INVOICE_DATE,STATEMENT_DATE_RANGE,LINE_ITEM_DESCRIPTIONS,LINE_ITEM_QUANTITIES,LINE_ITEM_PRICES,LINE_ITEM_TOTAL_PRICES,IS_GST_INCLUDED,GST_AMOUNT,TOTAL_AMOUNT,TRANSACTION_DATES,TRANSACTION_AMOUNTS_PAID
itinerary_001_AS_CBR_CBR_3leg.png,itinerary_001_AS_CBR_CBR_3leg.png,travel_expense,16.604762315750122,8,9,29.411764705882355,internvl3_5_8b_travel_expense,2026-02-02T00:17:48.717179,87.5,9,7,8,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,Aussie Sky Airlines,NOT_FOUND,NOT_FOUND,NOT_FOUND,18/01/2026,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$34.95,$384.50,NOT_FOUND,NOT_FOUND
itinerary_002_SX_MEL_MEL_4leg.png,itinerary_002_SX_MEL_MEL_4leg.png,travel_expense,20.644359588623047,8,8,29.411764705882355,internvl3_5_8b_travel_expense,2026-02-02T00:17:48.717207,62.5,8,5,8,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,SOUTHERN CROSS AIRWAYS,NOT_FOUND,NOT_FOUND,NOT_FOUND,03/02/2026,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$88.01,$748.11,NOT_FOUND,NOT_FOUND
itinerary_003_SX_BNE_BNE_4leg.png,itinerary_003_SX_BNE_BNE_4leg.png,travel_expense,17.083746194839478,8,9,29.411764705882355,internvl3_5_8b_travel_expense,2026-02-02T00:17:48.717223,87.5,9,7,8,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,SOUTHERN CROSS AIRWAYS,NOT_FOUND,NOT_FOUND,NOT_FOUND,26/02/2026,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$111.53,$1228.87,NOT_FOUND,NOT_FOUND
itinerary_004_SX_CBR_PER_4leg.png,itinerary_004_SX_CBR_PER_4leg.png,travel_expense,16.799657821655273,8,9,29.411764705882355,internvl3_5_8b_travel_expense,2026-02-02T00:17:48.717236,100.0,9,8,8,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,SOUTHERN CROSS AIRWAYS,NOT_FOUND,NOT_FOUND,NOT_FOUND,05/03/2026,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$100.88,$1109.64,NOT_FOUND,NOT_FOUND
itinerary_005_PW_DRW_DRW_2leg.png,itinerary_005_PW_DRW_DRW_2leg.png,travel_expense,14.116882085800171,8,8,23.52941176470588,internvl3_5_8b_travel_expense,2026-02-02T00:17:48.717248,83.33333333333333,8,6,8,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,17/04/2026,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$48.41,$532.51,NOT_FOUND,NOT_FOUND
itinerary_006_PW_ADL_ADL_2leg.png,itinerary_006_PW_ADL_ADL_2leg.png,travel_expense,14.140809297561646,8,8,23.52941176470588,internvl3_5_8b_travel_expense,2026-02-02T00:17:48.717259,70.83333333333333,8,5,8,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,02/03/2026,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$163.97,$1803.63,NOT_FOUND,NOT_FOUND
itinerary_007_AS_BNE_BNE_3leg.png,itinerary_007_AS_BNE_BNE_3leg.png,travel_expense,16.626604318618774,8,9,29.411764705882355,internvl3_5_8b_travel_expense,2026-02-02T00:17:48.717269,87.5,9,7,8,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,Aussie Sky Airlines,NOT_FOUND,NOT_FOUND,NOT_FOUND,02/03/2026,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$108.19,$1190.09,NOT_FOUND,NOT_FOUND
ticket_001_SX_SYD_HBA.png,ticket_001_SX_SYD_HBA.png,travel_expense,15.545831680297852,8,9,29.411764705882355,internvl3_5_8b_travel_expense,2026-02-02T00:17:48.717280,87.5,9,7,8,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,Southern Cross Airways,NOT_FOUND,NOT_FOUND,NOT_FOUND,07/02/2026,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$25.89,$284.76,NOT_FOUND,NOT_FOUND
ticket_002_AS_DRW_PER.png,ticket_002_AS_DRW_PER.png,travel_expense,13.006069898605347,8,8,29.411764705882355,internvl3_5_8b_travel_expense,2026-02-02T00:17:48.717291,75.0,8,6,8,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,Aussie Sky Airlines,NOT_FOUND,NOT_FOUND,NOT_FOUND,03/04/2026,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$35.49,$390.42,NOT_FOUND,NOT_FOUND
ticket_003_PW_BNE_PER.png,ticket_003_PW_BNE_PER.png,travel_expense,13.745556354522705,8,8,29.411764705882355,internvl3_5_8b_travel_expense,2026-02-02T00:17:48.717300,75.0,8,6,8,False,InternVL3.5-8B,H200,bfloat16,TRAVEL_EXPENSE,NOT_FOUND,PACIFIC WANDERER,NOT_FOUND,NOT_FOUND,NOT_FOUND,10/04/2026,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,$3.95,$384.46,NOT_FOUND,NOT_FOUND
